"Year","ISO","Drought","Earthquake","MarMor","InfMort","NeonatalMort","Under5Mort","total_deaths","conflict"
2014,"PNG",NA,NA,155,41.2,24.3,52.4,0,0
2016,"PNG",NA,NA,148,39.3,23.4,49.7,0,0
2017,"PNG",NA,NA,145,38.2,22.9,48.2,0,0
2000,"POL",NA,NA,7,8.1,5.8,9.3,0,0
2001,"POL",NA,NA,6,7.6,5.4,8.8,0,0
2002,"POL",NA,NA,5,7.3,5.2,8.4,0,0
2003,"POL",NA,NA,5,7,5,8.1,0,0
2004,"POL",NA,NA,5,6.8,4.8,7.8,0,0
2005,"POL",NA,NA,4,6.5,4.6,7.6,0,0
2006,"POL",NA,NA,4,6.3,4.4,7.3,0,0
2007,"POL",NA,NA,4,6.1,4.2,7,0,0
2008,"POL",NA,NA,4,5.8,4,6.7,0,0
2009,"POL",NA,NA,3,5.5,3.8,6.3,0,0
2010,"POL",NA,NA,3,5.1,3.6,6,0,0
2011,"POL",NA,NA,3,4.9,3.4,5.7,0,0
2012,"POL",NA,NA,3,4.7,3.2,5.4,0,0
2013,"POL",NA,NA,3,4.5,3.1,5.2,0,0
2014,"POL",NA,NA,2,4.3,3,5,0,0
2015,"POL",NA,NA,2,4.2,2.9,4.9,0,0
2016,"POL",NA,NA,2,4.1,2.9,4.7,0,0
2017,"POL",NA,NA,2,4,2.8,4.6,0,0
2019,"POL",NA,NA,NA,3.8,2.7,4.4,0,0
2000,NA,NA,NA,896,93.17857028,41.08544407,153.3959122,NA,NA
2001,NA,NA,NA,874,90.32961548,40.15575874,148.0557116,NA,NA
2002,NA,NA,NA,853,87.3784596,39.21181304,142.4856347,NA,NA
2003,NA,NA,NA,831,84.43330628,38.29417812,136.9474754,NA,NA
2004,NA,NA,NA,800,81.51319948,37.37574411,131.4672855,NA,NA
2005,NA,NA,NA,766,78.73426469,36.50414601,126.202278,NA,NA
2006,NA,NA,NA,738,76.13141815,35.72129505,121.226072,NA,NA
2007,NA,NA,NA,713,73.61419225,34.97624442,116.4694327,NA,NA
2008,NA,NA,NA,692,71.31623533,34.29849198,111.9986198,NA,NA
2009,NA,NA,NA,674,69.23964336,33.6255461,107.7978408,NA,NA
2010,NA,NA,NA,656,67.3435064,32.99711626,104.0514303,NA,NA
2011,NA,NA,NA,640,65.48808643,32.41576324,100.5544174,NA,NA
2012,NA,NA,NA,626,63.78089854,31.86458761,97.29460674,NA,NA
2013,NA,NA,NA,613,62.21229822,31.35809725,94.23916258,NA,NA
2014,NA,NA,NA,603,60.77046099,30.84570309,91.51263981,NA,NA
2015,NA,NA,NA,587,59.42387676,30.37281672,89.00084342,NA,NA
2016,NA,NA,NA,575,58.04330047,29.88919137,86.40097203,NA,NA
2017,NA,NA,NA,563,56.62272603,29.39556553,83.97192473,NA,NA
2018,NA,NA,NA,NA,55.22754183,28.86035134,81.51249413,NA,NA
2019,NA,NA,NA,NA,53.8361675,28.3435185,79.08113062,NA,NA
2000,"PRI",NA,NA,26,NA,NA,NA,0,0
2001,"PRI",NA,NA,26,NA,NA,NA,0,0
2002,"PRI",NA,NA,24,NA,NA,NA,0,0
2003,"PRI",NA,NA,23,NA,NA,NA,0,0
2004,"PRI",NA,NA,25,NA,NA,NA,0,0
2005,"PRI",NA,NA,23,NA,NA,NA,0,0
2006,"PRI",NA,NA,23,NA,NA,NA,0,0
2007,"PRI",NA,NA,23,NA,NA,NA,0,0
2008,"PRI",NA,NA,23,NA,NA,NA,0,0
2009,"PRI",NA,NA,23,NA,NA,NA,0,0
2010,"PRI",NA,NA,21,NA,NA,NA,0,0
2011,"PRI",NA,NA,22,NA,NA,NA,0,0
2012,"PRI",NA,NA,19,NA,NA,NA,0,0
2013,"PRI",NA,NA,20,NA,NA,NA,0,0
2014,"PRI",NA,NA,21,NA,NA,NA,0,0
2015,"PRI",NA,NA,20,NA,NA,NA,0,0
2016,"PRI",NA,NA,20,NA,NA,NA,0,0
2017,"PRI",NA,NA,21,NA,NA,NA,0,0
2018,"PRI",NA,NA,NA,NA,NA,NA,0,0
2019,"PRI",NA,NA,NA,NA,NA,NA,0,0
2000,"PRK",NA,NA,139,44.5,27.3,60,0,0
2001,"PRK",NA,NA,128,39.1,24.9,52.1,0,0
2002,"PRK",NA,NA,122,34.2,22.5,44.7,0,0
2003,"PRK",NA,NA,121,30.4,20.5,38.9,0,0
2004,"PRK",NA,NA,120,27.8,18.8,35,0,0
2005,"PRK",NA,NA,120,26.4,17.7,33,0,0
2006,"PRK",NA,NA,120,26,17.4,32.4,0,0
2007,"PRK",NA,NA,119,25.7,17.4,32.2,0,0
2008,"PRK",NA,NA,118,25.2,17.1,31.8,0,0
2009,"PRK",NA,NA,113,24.4,16.7,31,0,0
2010,"PRK",NA,NA,106,23.1,15.9,29.5,0,0
2011,"PRK",NA,NA,100,21.5,14.9,27.7,0,0
2013,"PRK",NA,NA,94,18.3,12.9,24,0,0
2014,"PRK",NA,NA,93,17,12.1,22.4,0,0
2016,"PRK",NA,NA,90,15.1,10.8,20,0,0
2018,"PRK",NA,NA,NA,13.7,9.8,18.2,0,0
2000,"PRT",NA,NA,10,5.5,3.4,7.2,0,0
2001,"PRT",NA,NA,10,5.1,3.2,6.6,0,0
2002,"PRT",NA,NA,10,4.7,3,6.1,0,0
2003,"PRT",NA,NA,10,4.3,2.8,5.5,0,0
2005,"PRT",NA,NA,9,3.6,2.4,4.6,0,0
2006,"PRT",NA,NA,9,3.4,2.2,4.4,0,0
2007,"PRT",NA,NA,9,3.3,2.1,4.2,0,0
2008,"PRT",NA,NA,9,3.2,2.1,4,0,0
2009,"PRT",NA,NA,9,3.1,2.1,3.9,0,0
2010,"PRT",NA,NA,9,3.1,2.1,3.8,0,0
2011,"PRT",NA,NA,9,3,2.1,3.7,0,0
2012,"PRT",NA,NA,9,3,2.1,3.7,0,0
2013,"PRT",NA,NA,8,3,2.1,3.7,0,0
2014,"PRT",NA,NA,8,3,2.1,3.6,0,0
2015,"PRT",NA,NA,9,3,2.1,3.6,0,0
2016,"PRT",NA,NA,9,3,2.1,3.6,0,0
2017,"PRT",NA,NA,8,3,2,3.6,0,0
2018,"PRT",NA,NA,NA,2.9,2,3.6,0,0
2019,"PRT",NA,NA,NA,2.8,1.9,3.4,0,0
2000,"PRY",NA,NA,194,27.9,18.1,33.9,0,0
2001,"PRY",NA,NA,191,27.4,17.7,33.1,0,0
2002,"PRY",NA,NA,188,26.8,17.3,32.3,0,0
2003,"PRY",NA,NA,185,26.2,16.9,31.6,0,0
2004,"PRY",NA,NA,180,25.6,16.5,30.8,0,0
2006,"PRY",NA,NA,168,24.5,15.7,29.3,0,0
2007,"PRY",NA,NA,163,23.9,15.2,28.5,0,0
2010,"PRY",NA,NA,148,22,14,26.2,0,0
2011,"PRY",NA,NA,145,21.4,13.5,25.4,0,0
2014,"PRY",NA,NA,135,19.6,12.3,23,0,0
2015,"PRY",NA,NA,132,19,11.9,22.3,0,0
2017,"PRY",NA,NA,129,17.8,11.2,20.9,0,0
2018,"PRY",NA,NA,NA,17.2,10.8,20.2,0,0
2019,"PRY",NA,NA,NA,16.7,10.4,19.5,0,0
2000,"PSE",NA,NA,70,25.3,17.1,30.4,NA,NA
2001,"PSE",NA,NA,69,24.6,16.8,29.4,NA,NA
2002,"PSE",NA,NA,70,23.9,16.5,28.5,NA,NA
2003,"PSE",NA,NA,66,23.2,16.1,27.6,NA,NA
2004,"PSE",NA,NA,64,22.5,15.7,26.8,NA,NA
2005,"PSE",NA,NA,59,21.9,15.3,25.9,NA,NA
2006,"PSE",NA,NA,58,21.2,14.8,25.1,NA,NA
2007,"PSE",NA,NA,56,20.5,14.4,24.3,NA,NA
2008,"PSE",NA,NA,53,19.9,13.9,23.5,NA,NA
2009,"PSE",NA,NA,50,19.3,13.5,22.7,NA,NA
2010,"PSE",NA,NA,45,18.8,13.2,22.1,NA,NA
2011,"PSE",NA,NA,42,18.3,12.9,21.4,NA,NA
2012,"PSE",NA,NA,40,17.8,12.6,20.8,NA,NA
2013,"PSE",NA,NA,36,17.3,12.3,20.3,NA,NA
2014,"PSE",NA,NA,37,16.9,12.1,19.7,NA,NA
2015,"PSE",NA,NA,32,16.4,11.8,19.2,NA,NA
2016,"PSE",NA,NA,29,16,11.5,18.6,NA,NA
2017,"PSE",NA,NA,27,15.5,11.2,18.1,NA,NA
2018,"PSE",NA,NA,NA,15.1,10.9,17.5,NA,NA
2019,"PSE",NA,NA,NA,14.6,10.6,17,NA,NA
2000,NA,NA,NA,128,23.28399088,12.17807664,27.98480839,NA,NA
2001,NA,NA,NA,123,23.00831287,12.09161072,27.6593854,NA,NA
2002,NA,NA,NA,120,22.83066713,12.08562206,27.4502312,NA,NA
2003,NA,NA,NA,115,22.76434391,12.17641596,27.30494481,NA,NA
2004,NA,NA,NA,111,22.75646307,12.21712512,27.30444005,NA,NA
2005,NA,NA,NA,107,22.7724612,12.21616992,27.34252367,NA,NA
2006,NA,NA,NA,102,22.79939338,12.10520876,27.39070678,NA,NA
2007,NA,NA,NA,99,22.82139061,11.88346134,27.41678585,NA,NA
2008,NA,NA,NA,94,22.75004288,11.56789121,27.32307086,NA,NA
2009,NA,NA,NA,91,22.78467365,11.29327186,27.68122639,NA,NA
2010,NA,NA,NA,87,22.36588909,11.04594261,26.83564433,NA,NA
2011,NA,NA,NA,84,22.16147985,10.85378871,26.54490454,NA,NA
2012,NA,NA,NA,81,21.92341233,10.69714463,26.22637016,NA,NA
2013,NA,NA,NA,78,21.69626666,10.58312676,25.94123313,NA,NA
2014,NA,NA,NA,77,21.46377149,10.5103913,25.5908641,NA,NA
2015,NA,NA,NA,74,21.19939556,10.46805792,25.31530599,NA,NA
2016,NA,NA,NA,71,21.03421584,10.40586366,25.02217244,NA,NA
2017,NA,NA,NA,70,20.77754734,10.35142885,24.75681807,NA,NA
2018,NA,NA,NA,NA,20.6092289,10.28069261,24.48886965,NA,NA
2019,NA,NA,NA,NA,20.34113353,10.21505015,24.19148967,NA,NA
2000,NA,NA,NA,12,6.067370694,3.941240278,7.301705269,NA,NA
2001,NA,NA,NA,11,5.89149283,3.846821006,7.106413796,NA,NA
2002,NA,NA,NA,11,5.737125673,3.786940833,6.921212046,NA,NA
2003,NA,NA,NA,11,5.630039581,3.714261657,6.75379951,NA,NA
2004,NA,NA,NA,11,5.477187055,3.636201438,6.633592888,NA,NA
2005,NA,NA,NA,11,5.358105743,3.534005865,6.466056635,NA,NA
2006,NA,NA,NA,11,5.269536184,3.440242116,6.316203418,NA,NA
2007,NA,NA,NA,11,5.135639517,3.346285465,6.137952207,NA,NA
2008,NA,NA,NA,11,5.020846019,3.29034869,5.99639878,NA,NA
2009,NA,NA,NA,11,4.886184896,3.219727051,5.855223095,NA,NA
2010,NA,NA,NA,11,4.743834993,3.126210347,5.675158267,NA,NA
2011,NA,NA,NA,11,4.627951858,3.082364604,5.560355749,NA,NA
2012,NA,NA,NA,11,4.520963257,3.052138683,5.415924373,NA,NA
2013,NA,NA,NA,11,4.451032301,2.976353758,5.306816841,NA,NA
2014,NA,NA,NA,11,4.369159125,2.955142923,5.201838685,NA,NA
2015,NA,NA,NA,11,4.292273527,2.894732162,5.122751302,NA,NA
2016,NA,NA,NA,11,4.231858642,2.85101742,5.043918029,NA,NA
2017,NA,NA,NA,11,4.205101597,2.850958071,4.97596474,NA,NA
2018,NA,NA,NA,NA,4.141951775,2.792011872,4.896308813,NA,NA
2019,NA,NA,NA,NA,4.076341636,2.717046187,4.818462326,NA,NA
2000,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2001,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2002,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2003,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2004,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2005,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2006,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2007,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2008,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2009,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2010,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2011,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2012,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2013,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2014,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2015,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2016,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2017,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2018,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2019,"PYF",NA,NA,NA,NA,NA,NA,NA,NA
2000,"QAT",NA,NA,14,10.7,6.6,12.5,0,0
2001,"QAT",NA,NA,14,10.3,6.3,12,0,0
2002,"QAT",NA,NA,13,10,6.1,11.6,0,0
2003,"QAT",NA,NA,13,9.6,5.9,11.2,0,0
2004,"QAT",NA,NA,13,9.3,5.8,10.8,0,0
2005,"QAT",NA,NA,12,8.9,5.6,10.4,0,0
2006,"QAT",NA,NA,11,8.7,5.3,10.1,0,0
2007,"QAT",NA,NA,11,8.4,5.1,9.8,0,0
2008,"QAT",NA,NA,11,8.2,4.9,9.6,0,0
2009,"QAT",NA,NA,10,8,4.7,9.4,0,0
2010,"QAT",NA,NA,10,7.8,4.5,9.1,0,0
2011,"QAT",NA,NA,10,7.6,4.4,8.9,0,0
2012,"QAT",NA,NA,10,7.4,4.2,8.7,0,0
2013,"QAT",NA,NA,10,7.2,4.1,8.4,0,0
2014,"QAT",NA,NA,10,7,4,8.1,0,0
2015,"QAT",NA,NA,9,6.7,3.9,7.8,0,0
2016,"QAT",NA,NA,9,6.3,3.9,7.4,0,0
2017,"QAT",NA,NA,9,6,3.8,7,0,0
2018,"QAT",NA,NA,NA,5.6,3.8,6.6,0,0
2019,"QAT",NA,NA,NA,5.3,3.7,6.1,0,0
2001,"ROU",NA,NA,49,17.3,9.9,20.5,0,0
2002,"ROU",NA,NA,47,17,9.6,20.1,0,0
2003,"ROU",NA,NA,43,17,9.4,20,0,0
2004,"ROU",NA,NA,39,16.5,9.1,19.4,0,0
2005,"ROU",NA,NA,35,15.5,8.5,18.1,0,0
2006,"ROU",NA,NA,32,14.2,7.7,16.6,0,0
2007,"ROU",NA,NA,30,13,6.9,15.2,0,0
2008,"ROU",NA,NA,28,11.9,6.3,14,0,0
2009,"ROU",NA,NA,28,11.1,5.8,13.1,0,0
2010,"ROU",NA,NA,27,10.5,5.4,12.4,0,0
2011,"ROU",NA,NA,24,10,5.2,11.8,0,0
2012,"ROU",NA,NA,23,9.5,5.1,11.2,0,0
2013,"ROU",NA,NA,21,8.9,5,10.6,0,0
2014,"ROU",NA,NA,21,8.3,4.7,9.9,0,0
2015,"ROU",NA,NA,21,7.7,4.3,9.2,0,0
2016,"ROU",NA,NA,21,7,3.9,8.5,0,0
2017,"ROU",NA,NA,19,6.5,3.6,7.9,0,0
2018,"ROU",NA,NA,NA,6.1,3.4,7.4,0,0
2019,"ROU",NA,NA,NA,5.8,3.4,7.1,0,0
2001,"RUS",NA,NA,53,14.7,8.6,18.3,4333,1
2002,"RUS",NA,NA,51,13.8,8,17.2,992,1
2005,"RUS",NA,NA,42,11.1,6.4,13.8,1317,1
2009,"RUS",NA,NA,27,8.6,4.6,10.7,410,1
2011,"RUS",NA,NA,23,8.1,4.7,10.1,481,1
2013,"RUS",NA,NA,20,7.6,4.6,9.4,525,1
2014,"RUS",NA,NA,19,7.2,4.4,8.9,365,1
2015,"RUS",NA,NA,18,6.6,4,8.2,176,1
2016,"RUS",NA,NA,18,6.1,3.5,7.5,86,1
2017,"RUS",NA,NA,17,5.5,3.2,6.9,78,1
2018,"RUS",NA,NA,NA,5.1,2.9,6.3,53,1
2019,"RUS",NA,NA,NA,4.7,2.6,5.8,38,1
2000,"RWA",NA,NA,1160,109.5,43.2,185.2,29,1
2001,"RWA",NA,NA,1100,100,40.2,167.4,0,0
2004,"RWA",NA,NA,758,72.8,32.1,118.6,0,0
2005,"RWA",NA,NA,643,65.5,30,105.4,16,0
2006,"RWA",NA,NA,541,59.3,28.1,93.9,0,0
2007,"RWA",NA,NA,469,54.4,26.5,84.4,0,0
2009,"RWA",NA,NA,424,47,24,69.6,0,0
2010,"RWA",NA,NA,373,44,23,63.8,2,0
2011,"RWA",NA,NA,349,40.6,22.1,58.6,0,0
2012,"RWA",NA,NA,329,38.8,21.3,54.9,0,0
2013,"RWA",NA,NA,308,37.1,20.7,52,13,0
2014,"RWA",NA,NA,291,35.7,20.2,49.7,4,0
2015,"RWA",NA,NA,275,34.6,19.7,47.7,0,0
2016,"RWA",NA,NA,260,33.7,19.3,46,0,0
2017,"RWA",NA,NA,248,32.9,19,44.6,27,1
2018,"RWA",NA,NA,NA,32,18.6,43.4,10,0
2019,"RWA",NA,NA,NA,31.1,18.2,41.9,6,0
2000,NA,NA,NA,395,68.6,46.2,93.3,NA,NA
2001,NA,NA,NA,379,66.3,44.8,89.7,NA,NA
2002,NA,NA,NA,361,64.1,43.5,86.2,NA,NA
2003,NA,NA,NA,344,62,42.2,82.9,NA,NA
2004,NA,NA,NA,327,60,40.9,79.9,NA,NA
2005,NA,NA,NA,309,58,39.7,76.6,NA,NA
2006,NA,NA,NA,293,56,38.6,73.6,NA,NA
2007,NA,NA,NA,278,54.1,37.6,70.6,NA,NA
2008,NA,NA,NA,263,52.2,36.5,67.7,NA,NA
2009,NA,NA,NA,249,50.3,35.5,64.8,NA,NA
2010,NA,NA,NA,235,48.4,34.4,61.9,NA,NA
2011,NA,NA,NA,222,46.5,33.4,59.1,NA,NA
2012,NA,NA,NA,210,44.6,32.3,56.4,NA,NA
2013,NA,NA,NA,199,42.8,31.2,53.8,NA,NA
2014,NA,NA,NA,190,41.1,30.1,51.3,NA,NA
2015,NA,NA,NA,179,39.3,29.1,48.8,NA,NA
2016,NA,NA,NA,169,37.7,28.1,46.5,NA,NA
2017,NA,NA,NA,163,36.1,27,44.3,NA,NA
2018,NA,NA,NA,NA,34.5,26,42.2,NA,NA
2019,NA,NA,NA,NA,33.1,24.9,40.3,NA,NA
2000,"SAU",NA,NA,24,18.8,11.5,22,0,0
2001,"SAU",NA,NA,24,17.7,10.8,20.7,0,0
2002,"SAU",NA,NA,23,16.7,10.2,19.6,0,0
2003,"SAU",NA,NA,23,15.8,9.6,18.5,0,0
2004,"SAU",NA,NA,22,15,9,17.4,26,1
2005,"SAU",NA,NA,22,14.2,8.5,16.5,91,1
2006,"SAU",NA,NA,21,13.4,8.1,15.5,31,1
2007,"SAU",NA,NA,21,12.6,7.6,14.7,11,0
2008,"SAU",NA,NA,20,11.9,7.1,13.8,2,0
2009,"SAU",NA,NA,20,11.2,6.7,13,0,0
2010,"SAU",NA,NA,19,10.5,6.3,12.3,0,0
2011,"SAU",NA,NA,18,9.9,5.9,11.5,0,0
2012,"SAU",NA,NA,18,9.3,5.6,10.8,0,0
2013,"SAU",NA,NA,17,8.8,5.2,10.2,0,0
2014,"SAU",NA,NA,17,8.3,4.9,9.6,0,0
2015,"SAU",NA,NA,17,7.8,4.6,9.1,0,0
2016,"SAU",NA,NA,17,7.3,4.3,8.6,110,1
2017,"SAU",NA,NA,17,6.9,4.1,8.1,125,1
2018,"SAU",NA,NA,NA,6.6,3.8,7.7,45,1
2019,"SAU",NA,NA,NA,6.3,3.6,7.3,11,0
2000,"SDN",NA,NA,667,66.9,37.1,104.3,2067,1
2001,"SDN",NA,NA,645,65,36.4,100.9,3537,1
2002,"SDN",NA,NA,614,63,35.8,97.4,3719,1
2003,"SDN",NA,NA,598,61.2,35.2,94.2,3227,1
2004,"SDN",NA,NA,580,59.4,34.5,91,5010,1
2005,"SDN",NA,NA,529,57.8,33.9,88.1,9714,1
2006,"SDN",NA,NA,508,56.2,33.4,85.3,1505,1
2007,"SDN",NA,NA,479,54.7,33,82.7,2187,1
2008,"SDN",NA,NA,454,53.3,32.5,80.2,1180,1
2009,"SDN",NA,NA,433,52,32.2,77.9,1241,1
2010,"SDN",NA,NA,408,50.7,31.8,75.7,2689,1
2012,"SDN",NA,NA,368,48.5,31,71.7,2567,1
2013,"SDN",NA,NA,349,47.4,30.5,69.8,1525,1
2014,"SDN",NA,NA,333,46.3,30,67.9,1959,1
2016,"SDN",NA,NA,308,44.1,29,63.9,2552,1
2017,"SDN",NA,NA,295,43,28.5,62,1994,1
2018,"SDN",NA,NA,NA,42,27.8,60.1,548,1
2019,"SDN",NA,NA,NA,41,27.3,58.4,432,1
2000,"SEN",NA,NA,553,67.7,38.2,129.5,31,1
2001,"SEN",NA,NA,545,65.2,37.2,122.9,56,1
2003,"SEN",NA,NA,532,59.2,34.7,107,45,1
2004,"SEN",NA,NA,526,56.1,33.4,99.1,39,1
2005,"SEN",NA,NA,519,53.2,32.1,91.8,3,0
2006,"SEN",NA,NA,514,50.6,30.8,85.2,46,1
2007,"SEN",NA,NA,504,48.2,29.6,79.4,126,1
2008,"SEN",NA,NA,492,46.1,28.6,74.3,0,0
2009,"SEN",NA,NA,472,44.1,27.6,69.8,11,0
2010,"SEN",NA,NA,447,42.4,26.8,65.7,19,0
2012,"SEN",NA,NA,400,39.2,25.3,58.7,37,1
2013,"SEN",NA,NA,381,37.6,24.7,55.4,23,0
2015,"SEN",NA,NA,346,34.7,23.7,49.4,0,0
2016,"SEN",NA,NA,330,33.3,23.1,46.5,0,0
2017,"SEN",NA,NA,315,32,22.4,44,0,0
2019,"SEN",NA,NA,NA,29.8,21.1,39.7,1,0
2000,"SGP",NA,NA,13,3,1.6,3.9,0,0
2001,"SGP",NA,NA,13,2.8,1.5,3.6,0,0
2002,"SGP",NA,NA,14,2.6,1.4,3.4,0,0
2003,"SGP",NA,NA,13,2.5,1.3,3.2,0,0
2004,"SGP",NA,NA,14,2.4,1.3,3,0,0
2005,"SGP",NA,NA,13,2.3,1.2,2.9,0,0
2006,"SGP",NA,NA,13,2.3,1.2,2.9,0,0
2007,"SGP",NA,NA,12,2.3,1.2,2.9,0,0
2008,"SGP",NA,NA,11,2.3,1.2,2.8,0,0
2009,"SGP",NA,NA,10,2.3,1.2,2.8,0,0
2010,"SGP",NA,NA,10,2.3,1.1,2.8,0,0
2011,"SGP",NA,NA,10,2.2,1.1,2.8,0,0
2012,"SGP",NA,NA,10,2.2,1.1,2.8,0,0
2013,"SGP",NA,NA,9,2.2,1,2.8,0,0
2014,"SGP",NA,NA,8,2.2,1,2.7,0,0
2015,"SGP",NA,NA,9,2.2,1,2.7,0,0
2016,"SGP",NA,NA,8,2.2,1,2.7,0,0
2017,"SGP",NA,NA,8,2.2,1,2.6,0,0
2018,"SGP",NA,NA,NA,2.1,0.9,2.5,0,0
2019,"SGP",NA,NA,NA,2,0.8,2.4,0,0
2000,"SLB",NA,NA,245,25.6,12.8,30.7,0,0
2001,"SLB",NA,NA,233,25.3,12.7,30.4,0,0
2002,"SLB",NA,NA,222,25.1,12.6,30.1,0,0
2003,"SLB",NA,NA,210,24.9,12.5,29.8,0,0
2004,"SLB",NA,NA,199,24.7,12.3,29.6,0,0
2005,"SLB",NA,NA,188,24.4,12.1,29.3,0,0
2006,"SLB",NA,NA,177,24.1,11.9,28.9,0,0
2008,"SLB",NA,NA,159,23.3,11.4,27.8,0,0
2009,"SLB",NA,NA,152,22.8,11.1,27.1,0,0
2011,"SLB",NA,NA,134,21.6,10.5,25.6,0,0
2012,"SLB",NA,NA,127,21,10.1,24.9,0,0
2014,"SLB",NA,NA,120,19.9,9.5,23.4,0,0
2017,"SLB",NA,NA,104,18.2,8.6,21.4,0,0
2018,"SLB",NA,NA,NA,17.7,8.4,20.7,0,0
2019,"SLB",NA,NA,NA,17.1,8.1,20,0,0
2000,"SLE",NA,NA,2480,138.1,48.4,224.9,4493,1
2001,"SLE",NA,NA,2250,135.6,47.8,219.4,856,1
2002,"SLE",NA,NA,2080,132.9,47.2,213.9,73,1
2003,"SLE",NA,NA,1960,130.2,46.5,208.1,1,0
2004,"SLE",NA,NA,1850,127.2,45.7,202,0,0
2005,"SLE",NA,NA,1760,124.1,44.9,195.5,0,0
2006,"SLE",NA,NA,1680,120.9,44.1,188.9,0,0
2007,"SLE",NA,NA,1610,117.6,43.1,182,0,0
2008,"SLE",NA,NA,1530,114.2,41.9,174.9,0,0
2009,"SLE",NA,NA,1450,110.6,40.7,167.7,0,0
2010,"SLE",NA,NA,1360,107.2,39.5,160.6,0,0
2011,"SLE",NA,NA,1270,103.8,38.4,153.8,0,0
2012,"SLE",NA,NA,1210,100.7,37.4,147.3,0,0
2013,"SLE",NA,NA,1180,97.7,36.5,141.2,0,0
2014,"SLE",NA,NA,1190,95.6,35.7,139.2,0,0
2015,"SLE",NA,NA,1180,95.1,35,140.2,0,0
2016,"SLE",NA,NA,1120,89.7,34.1,125.4,0,0
2017,"SLE",NA,NA,1120,87.3,33.4,120.7,0,0
2018,"SLE",NA,NA,NA,84.8,32.7,116.2,0,0
2019,"SLE",NA,NA,NA,82.4,32,111.9,0,0
2000,"SLV",NA,NA,73,27.4,15,33.2,0,0
2002,"SLV",NA,NA,68,24.7,13.4,29.6,0,0
2003,"SLV",NA,NA,66,23.5,12.8,28.1,0,0
2004,"SLV",NA,NA,64,22.4,12.1,26.6,0,0
2007,"SLV",NA,NA,58,19.2,10.6,22.6,0,0
2008,"SLV",NA,NA,57,18.3,10.1,21.4,0,0
2010,"SLV",NA,NA,54,16.6,9.3,19.4,0,0
2011,"SLV",NA,NA,53,15.8,8.9,18.5,0,0
2012,"SLV",NA,NA,52,15.1,8.5,17.6,0,0
2013,"SLV",NA,NA,50,14.4,8.2,16.8,0,0
2015,"SLV",NA,NA,48,13.3,7.5,15.5,0,0
2016,"SLV",NA,NA,47,12.8,7.2,14.9,0,0
2017,"SLV",NA,NA,46,12.3,7,14.3,0,0
2000,"SMR",NA,NA,NA,5,2.8,5.6,NA,NA
2001,"SMR",NA,NA,NA,4.6,2.6,5.2,NA,NA
2002,"SMR",NA,NA,NA,4.3,2.4,4.8,NA,NA
2003,"SMR",NA,NA,NA,4,2.2,4.5,NA,NA
2004,"SMR",NA,NA,NA,3.7,2,4.2,NA,NA
2005,"SMR",NA,NA,NA,3.4,1.8,3.9,NA,NA
2006,"SMR",NA,NA,NA,3.2,1.7,3.6,NA,NA
2007,"SMR",NA,NA,NA,3,1.6,3.4,NA,NA
2008,"SMR",NA,NA,NA,2.9,1.5,3.2,NA,NA
2009,"SMR",NA,NA,NA,2.7,1.4,3,NA,NA
2010,"SMR",NA,NA,NA,2.5,1.3,2.9,NA,NA
2011,"SMR",NA,NA,NA,2.4,1.3,2.7,NA,NA
2012,"SMR",NA,NA,NA,2.3,1.2,2.6,NA,NA
2013,"SMR",NA,NA,NA,2.2,1.1,2.4,NA,NA
2014,"SMR",NA,NA,NA,2.1,1.1,2.3,NA,NA
2015,"SMR",NA,NA,NA,1.9,1,2.2,NA,NA
2016,"SMR",NA,NA,NA,1.9,1,2.1,NA,NA
2017,"SMR",NA,NA,NA,1.8,0.9,2,NA,NA
2018,"SMR",NA,NA,NA,1.7,0.9,1.9,NA,NA
2019,"SMR",NA,NA,NA,1.6,0.8,1.8,NA,NA
2000,"SOM",NA,NA,1210,104.4,44.7,172.7,542,1
2001,"SOM",NA,NA,1170,104.4,44.9,172.7,185,1
2002,"SOM",NA,NA,1140,104.4,45.3,172.7,483,1
2003,"SOM",NA,NA,1100,104.4,45.6,172.7,638,1
2006,"SOM",NA,NA,1040,104,45.9,172,340,1
2007,"SOM",NA,NA,1030,103,45.5,170.1,1204,1
2009,"SOM",NA,NA,994,98.7,44.3,161.9,1751,1
