"Year","ISO","Drought","Earthquake","MarMor","InfMort","NeonatalMort","Under5Mort","total_deaths","conflict"
2012,"SOM",NA,NA,943,91,42.4,147.8,2118,1
2013,"SOM",NA,NA,893,88.4,41.6,143,2989,1
2016,"SOM",NA,NA,865,81.4,39.3,130.3,1250,1
2017,"SOM",NA,NA,829,79.1,38.7,126.1,2065,1
2018,"SOM",NA,NA,NA,76.8,38.1,122,2071,1
2000,"SRB",NA,NA,13,10.9,7.8,12.6,2173,1
2001,"SRB",NA,NA,13,10.6,7.5,12.2,0,0
2002,"SRB",NA,NA,13,9.9,7.1,11.5,0,0
2003,"SRB",NA,NA,13,9.1,6.5,10.5,0,0
2004,"SRB",NA,NA,13,8.4,6,9.7,0,0
2005,"SRB",NA,NA,12,7.7,5.6,8.9,0,0
2006,"SRB",NA,NA,12,7.3,5.2,8.4,0,0
2007,"SRB",NA,NA,12,7,5.1,8.1,0,0
2008,"SRB",NA,NA,12,6.9,5,8,0,0
2009,"SRB",NA,NA,12,6.7,4.9,7.8,0,0
2011,"SRB",NA,NA,12,6.4,4.7,7.4,0,0
2012,"SRB",NA,NA,12,6.2,4.5,7.1,0,0
2013,"SRB",NA,NA,12,5.9,4.4,6.9,0,0
2014,"SRB",NA,NA,12,5.7,4.2,6.6,0,0
2015,"SRB",NA,NA,13,5.4,4,6.3,0,0
2016,"SRB",NA,NA,12,5.2,3.8,6,0,0
2017,"SRB",NA,NA,12,5.1,3.7,5.9,0,0
2018,"SRB",NA,NA,NA,5,3.6,5.8,0,0
2019,"SRB",NA,NA,NA,4.9,3.6,5.7,0,0
2000,NA,NA,NA,870,91.21701055,40.28308437,150.8200264,NA,NA
2001,NA,NA,NA,849,88.38478302,39.38529449,145.554092,NA,NA
2002,NA,NA,NA,833,85.43946414,38.45852985,140.032689,NA,NA
2003,NA,NA,NA,812,82.51196345,37.55865847,134.5373698,NA,NA
2004,NA,NA,NA,782,79.64478414,36.66137734,129.1553335,NA,NA
2005,NA,NA,NA,746,76.87055644,35.80841767,123.9437492,NA,NA
2006,NA,NA,NA,713,74.27076114,35.03906678,119.0198132,NA,NA
2007,NA,NA,NA,685,71.73527275,34.30057795,114.1738817,NA,NA
2008,NA,NA,NA,664,69.36577835,33.62662899,109.52596,NA,NA
2009,NA,NA,NA,645,67.15651896,32.96269539,105.049574,NA,NA
2010,NA,NA,NA,627,65.11554712,32.33388743,100.9812397,NA,NA
2011,NA,NA,NA,610,63.20831213,31.74325349,97.25111284,NA,NA
2012,NA,NA,NA,596,61.44812952,31.18356342,93.79377066,NA,NA
2013,NA,NA,NA,582,59.863624,30.66923462,90.65109562,NA,NA
2014,NA,NA,NA,571,58.40649884,30.15086357,87.87541283,NA,NA
2015,NA,NA,NA,557,57.04819489,29.67062874,85.34516603,NA,NA
2016,NA,NA,NA,545,55.66917405,29.17732944,82.72528415,NA,NA
2017,NA,NA,NA,534,54.28127288,28.68507392,80.32430519,NA,NA
2018,NA,NA,NA,NA,52.92056747,28.15026023,77.92144437,NA,NA
2019,NA,NA,NA,NA,51.58530732,27.64085654,75.58059527,NA,NA
2000,"SSD",NA,NA,1730,108.9,56,181.2,0,0
2001,"SSD",NA,NA,1690,104.1,54.9,172.1,0,0
2002,"SSD",NA,NA,1660,99.5,53.5,163.4,0,0
2003,"SSD",NA,NA,1610,95,52.3,155.1,0,0
2004,"SSD",NA,NA,1550,90.7,51,147.3,0,0
2005,"SSD",NA,NA,1480,86.6,49.8,139.7,0,0
2006,"SSD",NA,NA,1410,82.8,48.5,132.7,0,0
2007,"SSD",NA,NA,1330,79.1,47.1,126.1,0,0
2008,"SSD",NA,NA,1250,75.7,45.7,119.9,0,0
2010,"SSD",NA,NA,1100,69.2,43,108.4,0,0
2011,"SSD",NA,NA,1070,66.4,41.7,103.5,0,0
2012,"SSD",NA,NA,1050,64.5,40.9,100,1194,1
2013,"SSD",NA,NA,1090,63.6,40.4,98.3,864,1
2014,"SSD",NA,NA,1140,63.3,40.3,97.9,1827,1
2015,"SSD",NA,NA,1110,63.3,40.3,97.9,2491,1
2017,"SSD",NA,NA,1150,63.3,40.5,97.9,1303,1
2018,"SSD",NA,NA,NA,63.3,40.4,97.9,1271,1
2019,"SSD",NA,NA,NA,63.3,40.3,97.9,1217,1
2000,NA,NA,NA,870,91.2,40.3,150.9,NA,NA
2001,NA,NA,NA,849,88.4,39.4,145.6,NA,NA
2002,NA,NA,NA,833,85.4,38.5,140.1,NA,NA
2003,NA,NA,NA,812,82.5,37.5,134.6,NA,NA
2004,NA,NA,NA,782,79.6,36.7,129.2,NA,NA
2005,NA,NA,NA,746,76.9,35.8,124,NA,NA
2006,NA,NA,NA,713,74.3,35,119.1,NA,NA
2007,NA,NA,NA,685,71.7,34.3,114.2,NA,NA
2008,NA,NA,NA,664,69.4,33.6,109.6,NA,NA
2009,NA,NA,NA,645,67.1,33,105.1,NA,NA
2010,NA,NA,NA,626,65.1,32.3,101,NA,NA
2011,NA,NA,NA,610,63.2,31.7,97.3,NA,NA
2012,NA,NA,NA,596,61.4,31.2,93.8,NA,NA
2013,NA,NA,NA,582,59.9,30.7,90.7,NA,NA
2014,NA,NA,NA,571,58.4,30.2,87.9,NA,NA
2015,NA,NA,NA,557,57.1,29.7,85.4,NA,NA
2016,NA,NA,NA,545,55.7,29.2,82.8,NA,NA
2017,NA,NA,NA,534,54.3,28.7,80.4,NA,NA
2018,NA,NA,NA,NA,52.9,28.2,78,NA,NA
2019,NA,NA,NA,NA,51.6,27.6,75.6,NA,NA
2000,NA,NA,NA,400,49.43351285,26.4361222,74.55079974,NA,NA
2001,NA,NA,NA,395,48.62861963,26.06519319,73.49037864,NA,NA
2002,NA,NA,NA,390,47.82897936,25.7274229,72.26212312,NA,NA
2003,NA,NA,NA,383,47.02200724,25.39725699,70.97390214,NA,NA
2004,NA,NA,NA,369,46.09837653,25.07460346,69.5326256,NA,NA
2005,NA,NA,NA,351,44.7968231,24.74047425,67.51552814,NA,NA
2006,NA,NA,NA,334,43.33086386,24.38476618,64.91017617,NA,NA
2007,NA,NA,NA,320,42.48679681,24.04863265,62.49139368,NA,NA
2008,NA,NA,NA,308,41.95176377,23.72761685,60.35032452,NA,NA
2009,NA,NA,NA,300,40.78858811,23.42747149,57.65156783,NA,NA
2010,NA,NA,NA,293,39.45025925,23.120998,54.83536275,NA,NA
2011,NA,NA,NA,287,38.53133157,22.85479037,52.91375109,NA,NA
2012,NA,NA,NA,282,37.83263077,22.59116651,51.39080463,NA,NA
2013,NA,NA,NA,276,36.92561592,22.31277395,49.9195839,NA,NA
2014,NA,NA,NA,273,36.2692934,22.03049245,48.8631259,NA,NA
2015,NA,NA,NA,268,35.38423322,21.7346598,47.53421705,NA,NA
2016,NA,NA,NA,264,34.60165192,21.4063815,46.06486597,NA,NA
2017,NA,NA,NA,259,33.92980132,21.06196387,44.93765593,NA,NA
2018,NA,NA,NA,NA,33.05567663,20.7042595,43.69498992,NA,NA
2019,NA,NA,NA,NA,32.32778064,20.32951271,42.57930843,NA,NA
2000,"STP",NA,NA,179,54.3,22.2,82,0,0
2001,"STP",NA,NA,173,51.2,21.8,76.5,0,0
2002,"STP",NA,NA,169,48,21.3,71,0,0
2003,"STP",NA,NA,167,45,20.6,65.6,0,0
2004,"STP",NA,NA,166,42.1,19.8,60.4,0,0
2005,"STP",NA,NA,163,39.3,19.1,55.5,0,0
2006,"STP",NA,NA,158,36.6,18.5,50.9,0,0
2007,"STP",NA,NA,154,34.2,17.9,46.7,0,0
2008,"STP",NA,NA,150,31.9,17.4,42.9,0,0
2009,"STP",NA,NA,145,29.7,16.8,39.3,0,0
2010,"STP",NA,NA,140,27.6,16.1,36.1,0,0
2011,"STP",NA,NA,137,25.7,15.1,33,0,0
2012,"STP",NA,NA,134,23.7,14,30.2,0,0
2013,"STP",NA,NA,132,22,13,27.7,0,0
2014,"STP",NA,NA,131,20.1,12,25.3,0,0
2015,"STP",NA,NA,130,18.5,11.1,23.1,0,0
2016,"STP",NA,NA,130,16.9,10.2,21.2,0,0
2017,"STP",NA,NA,130,15.5,9.4,19.5,0,0
2018,"STP",NA,NA,NA,14.4,8.8,18.1,0,0
2019,"STP",NA,NA,NA,13.5,8.2,17,0,0
2000,"SUR",NA,NA,221,27.5,17.1,31.2,0,0
2001,"SUR",NA,NA,218,26.6,17,30.1,0,0
2002,"SUR",NA,NA,207,25.7,17,29.1,0,0
2003,"SUR",NA,NA,189,24.9,17,28.2,0,0
2004,"SUR",NA,NA,176,24.2,17,27.3,0,0
2005,"SUR",NA,NA,164,23.5,16.8,26.5,0,0
2006,"SUR",NA,NA,165,22.9,16.5,25.7,0,0
2007,"SUR",NA,NA,167,22.2,16.1,25,0,0
2008,"SUR",NA,NA,169,21.7,15.7,24.4,0,0
2009,"SUR",NA,NA,159,21.1,15.2,23.7,0,0
2010,"SUR",NA,NA,148,20.6,14.8,23.1,0,0
2011,"SUR",NA,NA,139,20.1,14.3,22.5,0,0
2012,"SUR",NA,NA,134,19.6,13.9,22,0,0
2013,"SUR",NA,NA,129,19.1,13.4,21.4,0,0
2014,"SUR",NA,NA,124,18.6,13.1,20.9,0,0
2015,"SUR",NA,NA,122,18.2,12.7,20.3,0,0
2016,"SUR",NA,NA,121,17.7,12.4,19.8,0,0
2017,"SUR",NA,NA,120,17.2,12,19.3,0,0
2018,"SUR",NA,NA,NA,16.7,11.6,18.7,0,0
2019,"SUR",NA,NA,NA,16.2,11.2,18.1,0,0
2000,"SVK",NA,NA,8,8.2,5,9.8,0,0
2001,"SVK",NA,NA,8,7.9,4.8,9.4,0,0
2002,"SVK",NA,NA,7,7.6,4.6,9.1,0,0
2003,"SVK",NA,NA,7,7.3,4.3,8.8,0,0
2004,"SVK",NA,NA,7,7.1,4,8.5,0,0
2005,"SVK",NA,NA,7,6.8,3.8,8.2,0,0
2006,"SVK",NA,NA,6,6.6,3.6,7.9,0,0
2007,"SVK",NA,NA,7,6.4,3.5,7.7,0,0
2008,"SVK",NA,NA,6,6.1,3.4,7.4,0,0
2009,"SVK",NA,NA,6,5.9,3.4,7.2,0,0
2010,"SVK",NA,NA,6,5.8,3.3,7,0,0
2011,"SVK",NA,NA,6,5.6,3.3,6.8,0,0
2012,"SVK",NA,NA,6,5.5,3.3,6.6,0,0
2013,"SVK",NA,NA,6,5.3,3.2,6.5,0,0
2014,"SVK",NA,NA,5,5.2,3.1,6.4,0,0
2015,"SVK",NA,NA,6,5.1,3.1,6.2,0,0
2016,"SVK",NA,NA,6,5,3,6.1,0,0
2017,"SVK",NA,NA,5,4.9,3,6,0,0
2018,"SVK",NA,NA,NA,4.9,3,5.9,0,0
2019,"SVK",NA,NA,NA,4.8,3,5.8,0,0
2000,"SVN",NA,NA,12,4.6,3.2,5.5,0,0
2001,"SVN",NA,NA,10,4.3,3.1,5.2,0,0
2002,"SVN",NA,NA,11,4.1,2.9,4.9,0,0
2003,"SVN",NA,NA,10,3.9,2.8,4.7,0,0
2005,"SVN",NA,NA,10,3.5,2.4,4.2,0,0
2006,"SVN",NA,NA,8,3.3,2.3,4,0,0
2007,"SVN",NA,NA,8,3.1,2.1,3.8,0,0
2008,"SVN",NA,NA,8,2.9,2,3.6,0,0
2009,"SVN",NA,NA,8,2.8,1.9,3.4,0,0
2010,"SVN",NA,NA,8,2.6,1.8,3.2,0,0
2011,"SVN",NA,NA,8,2.5,1.7,3.1,0,0
2012,"SVN",NA,NA,7,2.4,1.6,2.9,0,0
2013,"SVN",NA,NA,7,2.3,1.5,2.8,0,0
2014,"SVN",NA,NA,7,2.2,1.5,2.7,0,0
2015,"SVN",NA,NA,7,2.1,1.4,2.6,0,0
2016,"SVN",NA,NA,7,2,1.4,2.5,0,0
2017,"SVN",NA,NA,7,2,1.3,2.4,0,0
2018,"SVN",NA,NA,NA,1.9,1.3,2.3,0,0
2019,"SVN",NA,NA,NA,1.8,1.3,2.3,0,0
2000,"SWE",NA,NA,5,3.4,2.3,4.1,0,0
2001,"SWE",NA,NA,5,3.4,2.3,4.1,0,0
2002,"SWE",NA,NA,5,3.3,2.2,4,0,0
2003,"SWE",NA,NA,5,3.2,2.1,3.9,0,0
2004,"SWE",NA,NA,5,3.1,2,3.7,0,0
2005,"SWE",NA,NA,5,3,1.9,3.6,0,0
2006,"SWE",NA,NA,5,2.8,1.8,3.4,0,0
2007,"SWE",NA,NA,5,2.7,1.8,3.3,0,0
2008,"SWE",NA,NA,5,2.6,1.7,3.2,0,0
2009,"SWE",NA,NA,5,2.6,1.7,3.1,0,0
2010,"SWE",NA,NA,4,2.5,1.6,3.1,0,0
2011,"SWE",NA,NA,5,2.5,1.6,3,0,0
2012,"SWE",NA,NA,5,2.4,1.6,3,0,0
2013,"SWE",NA,NA,5,2.4,1.6,2.9,0,0
2014,"SWE",NA,NA,5,2.4,1.6,2.9,0,0
2015,"SWE",NA,NA,4,2.3,1.6,2.9,0,0
2016,"SWE",NA,NA,4,2.3,1.5,2.8,0,0
2017,"SWE",NA,NA,4,2.3,1.5,2.8,0,0
2018,"SWE",NA,NA,NA,2.2,1.5,2.7,5,0
2019,"SWE",NA,NA,NA,2.2,1.5,2.7,0,0
2000,"SWZ",NA,NA,521,67.8,25.3,112.2,0,0
2002,"SWZ",NA,NA,534,69.6,24.9,117.7,0,0
2003,"SWZ",NA,NA,538,69.8,24.5,119.2,0,0
2004,"SWZ",NA,NA,539,69.1,23.9,119.7,0,0
2005,"SWZ",NA,NA,532,68.3,23.3,119.4,0,0
2006,"SWZ",NA,NA,518,58.8,22.8,109,0,0
2008,"SWZ",NA,NA,474,61.1,22.3,101.9,0,0
2009,"SWZ",NA,NA,460,57.9,22.3,96,0,0
2010,"SWZ",NA,NA,450,54.7,22.4,85.5,0,0
2011,"SWZ",NA,NA,441,51.5,22.5,73.4,0,0
2012,"SWZ",NA,NA,435,50.6,22.6,66,0,0
2013,"SWZ",NA,NA,432,49.5,22.5,62.5,0,0
2014,"SWZ",NA,NA,434,50.1,22.4,62.4,0,0
2015,"SWZ",NA,NA,435,45.2,22.1,57.2,0,0
2017,"SWZ",NA,NA,437,43.5,21.5,57.9,0,0
2018,"SWZ",NA,NA,NA,39.4,21.1,52.2,0,0
2000,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2001,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2002,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2003,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2004,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2005,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2006,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2007,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2008,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2009,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2010,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2011,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2012,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2013,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2014,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2015,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2016,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2017,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2018,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2019,"SXM",NA,NA,NA,NA,NA,NA,NA,NA
2000,"SYC",NA,NA,53,11.8,8.7,13.8,0,0
2001,"SYC",NA,NA,54,11.8,8.7,13.7,0,0
2002,"SYC",NA,NA,54,11.8,8.6,13.7,0,0
2003,"SYC",NA,NA,54,11.8,8.6,13.7,0,0
2005,"SYC",NA,NA,55,11.8,8.6,13.7,0,0
2006,"SYC",NA,NA,55,11.9,8.6,13.8,0,0
2007,"SYC",NA,NA,55,11.9,8.6,13.8,0,0
2008,"SYC",NA,NA,55,12,8.6,13.9,0,0
2009,"SYC",NA,NA,55,12,8.6,14,0,0
2010,"SYC",NA,NA,55,12.1,8.7,14.1,0,0
2011,"SYC",NA,NA,55,12.2,8.7,14.2,0,0
2012,"SYC",NA,NA,55,12.4,8.8,14.4,0,0
2013,"SYC",NA,NA,55,12.5,8.9,14.5,0,0
2014,"SYC",NA,NA,55,12.6,8.9,14.7,0,0
2015,"SYC",NA,NA,54,12.7,9,14.8,0,0
2016,"SYC",NA,NA,54,12.8,9,14.8,0,0
2017,"SYC",NA,NA,53,12.7,8.9,14.7,0,0
2018,"SYC",NA,NA,NA,12.5,8.8,14.5,0,0
2019,"SYC",NA,NA,NA,12.3,8.6,14.3,0,0
2000,"SYR",NA,NA,26,19.6,12.1,23,0,0
2001,"SYR",NA,NA,26,18.9,11.8,22.1,0,0
2002,"SYR",NA,NA,26,18.2,11.5,21.4,0,0
2003,"SYR",NA,NA,25,17.7,11.2,20.7,0,0
2004,"SYR",NA,NA,26,17.2,11,20.1,0,0
2005,"SYR",NA,NA,25,16.8,10.7,19.7,8,0
2006,"SYR",NA,NA,26,16.5,10.5,19.3,0,0
2007,"SYR",NA,NA,26,16.3,10.4,19.1,0,0
2009,"SYR",NA,NA,26,16.1,10.1,18.8,1,0
2010,"SYR",NA,NA,27,16.2,10.1,18.9,0,0
2011,"SYR",NA,NA,28,16.7,10.1,20.1,0,0
2012,"SYR",NA,NA,28,23.4,10.4,37,4347,1
2013,"SYR",NA,NA,29,26.8,10.6,45.3,53695,1
2014,"SYR",NA,NA,30,27.7,10.8,47,76490,1
2015,"SYR",NA,NA,30,25.6,10.8,41.6,78644,1
2016,"SYR",NA,NA,30,25,10.9,39.5,59582,1
2017,"SYR",NA,NA,31,18.8,10.8,23.5,53863,1
2018,"SYR",NA,NA,NA,18.9,10.8,23.4,38534,1
2019,"SYR",NA,NA,NA,18.4,10.8,22.2,21727,1
2000,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2001,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2002,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2003,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2004,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2005,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2006,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2007,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2008,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2009,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2010,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2011,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2012,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2013,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2014,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2015,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2016,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2017,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2018,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2019,"TCA",NA,NA,NA,NA,NA,NA,NA,NA
2000,"TCD",NA,NA,1420,99.7,44.1,184,394,1
2002,"TCD",NA,NA,1400,96.8,42.2,177.1,230,1
2003,"TCD",NA,NA,1370,95.3,41.4,173.8,297,1
2004,"TCD",NA,NA,1350,93.9,40.6,170.4,37,1
2005,"TCD",NA,NA,1330,92.4,39.9,166.9,78,1
2006,"TCD",NA,NA,1340,90.8,39.4,163.3,267,1
2007,"TCD",NA,NA,1300,89.2,38.9,159.6,1956,1
2008,"TCD",NA,NA,1310,87.5,38.6,155.7,431,1
2010,"TCD",NA,NA,1240,84.1,37.8,147.7,135,1
2011,"TCD",NA,NA,1210,82.3,37.5,143.7,4,0
2013,"TCD",NA,NA,1170,78.9,36.6,135.9,0,0
2014,"TCD",NA,NA,1170,77.3,36.1,132.3,0,0
2015,"TCD",NA,NA,1160,75.7,35.5,128.7,16,0
2016,"TCD",NA,NA,1140,74.1,35,124.9,397,1
2018,"TCD",NA,NA,NA,70.7,33.8,117.3,91,1
2019,"TCD",NA,NA,NA,69,33.3,113.5,168,1
2000,NA,NA,NA,121,33.00894493,21.31940784,41.60753348,NA,NA
2001,NA,NA,NA,118,31.27993165,20.20230759,39.32878026,NA,NA
2002,NA,NA,NA,115,29.49834472,19.07267088,37.09528565,NA,NA
2003,NA,NA,NA,112,27.74447821,17.98910016,34.81823176,NA,NA
2004,NA,NA,NA,110,26.46995044,16.86917353,33.71200067,NA,NA
2005,NA,NA,NA,106,24.47620145,15.83217715,30.70046402,NA,NA
2006,NA,NA,NA,103,23.04879444,14.82866703,28.83297479,NA,NA
2007,NA,NA,NA,99,21.74532657,13.94792581,27.17216416,NA,NA
2008,NA,NA,NA,98,20.88357751,13.1444479,26.68553928,NA,NA
2009,NA,NA,NA,94,19.39363823,12.32510947,24.20484373,NA,NA
2010,NA,NA,NA,91,18.3635568,11.66305245,22.97774614,NA,NA
2011,NA,NA,NA,88,17.40698222,10.97464317,21.78396262,NA,NA
2012,NA,NA,NA,85,16.52590737,10.42050438,20.67148229,NA,NA
2013,NA,NA,NA,82,15.74387851,9.860578282,19.65576691,NA,NA
2014,NA,NA,NA,79,14.97818255,9.334843745,18.72918437,NA,NA
2015,NA,NA,NA,77,14.28789965,8.868824244,17.83779064,NA,NA
2016,NA,NA,NA,74,13.62773066,8.470372093,17.02243697,NA,NA
2017,NA,NA,NA,73,13.03870017,8.087012025,16.30186312,NA,NA
2018,NA,NA,NA,NA,12.45752776,7.714580914,15.60125366,NA,NA
2019,NA,NA,NA,NA,11.98094798,7.353737293,14.99435143,NA,NA
2000,NA,NA,NA,43,27.58651909,15.8175298,33.36267772,NA,NA
2001,NA,NA,NA,41,25.99524391,15.06117826,31.26934207,NA,NA
2002,NA,NA,NA,40,24.39738913,14.23548006,29.19698507,NA,NA
2003,NA,NA,NA,38,22.87964033,13.43774318,27.26464511,NA,NA
2004,NA,NA,NA,35,21.41771658,12.73360663,25.39375468,NA,NA
2005,NA,NA,NA,34,20.0309888,12.03777036,23.67188882,NA,NA
2006,NA,NA,NA,31,18.76467575,11.38697467,22.09133836,NA,NA
2007,NA,NA,NA,29,17.62055102,10.70605173,20.63291941,NA,NA
2008,NA,NA,NA,28,16.56097025,9.992664458,19.35413712,NA,NA
2009,NA,NA,NA,26,15.6012162,9.391638477,18.23191806,NA,NA
2010,NA,NA,NA,24,14.76645883,8.892241863,17.22833982,NA,NA
2011,NA,NA,NA,23,14.02039009,8.44284627,16.33794416,NA,NA
2012,NA,NA,NA,22,13.3542414,8.001756542,15.51654995,NA,NA
2013,NA,NA,NA,21,12.67904622,7.602057642,14.72271931,NA,NA
2014,NA,NA,NA,20,12.03218475,7.194934819,13.96641082,NA,NA
2015,NA,NA,NA,19,11.37500117,6.793148932,13.23809154,NA,NA
2016,NA,NA,NA,18,10.80892333,6.411827899,12.50653837,NA,NA
2017,NA,NA,NA,18,10.21981137,6.13216862,11.8764851,NA,NA
2018,NA,NA,NA,NA,9.75830752,5.829396145,11.30095202,NA,NA
2019,NA,NA,NA,NA,9.303456941,5.582100763,10.78264562,NA,NA
2000,"TGO",NA,NA,489,75.7,36.7,119.9,0,0
2001,"TGO",NA,NA,489,73.7,35.8,116.4,0,0
2002,"TGO",NA,NA,489,71.8,35,112.9,0,0
2003,"TGO",NA,NA,489,69.9,34.3,109.5,0,0
2004,"TGO",NA,NA,488,68,33.6,106.3,0,0
2005,"TGO",NA,NA,492,66.3,32.9,103.1,0,0
2006,"TGO",NA,NA,482,64.6,32.2,100.1,436,1
2007,"TGO",NA,NA,480,62.9,31.5,97.3,0,0
2008,"TGO",NA,NA,473,61.4,30.8,94.4,0,0
2009,"TGO",NA,NA,458,59.8,30.1,91.7,0,0
2010,"TGO",NA,NA,440,58.3,29.5,89,0,0
2011,"TGO",NA,NA,422,56.7,28.9,86.2,0,0
2012,"TGO",NA,NA,410,55.2,28.4,83.5,0,0
2013,"TGO",NA,NA,404,53.7,27.8,80.9,0,0
2014,"TGO",NA,NA,401,52.2,27.4,78.3,0,0
2015,"TGO",NA,NA,398,50.8,26.9,75.9,0,0
2016,"TGO",NA,NA,395,49.4,26.4,73.4,0,0
2017,"TGO",NA,NA,396,48.1,25.9,71.1,0,0
2018,"TGO",NA,NA,NA,46.8,25.4,68.8,0,0
2019,"TGO",NA,NA,NA,45.5,25,66.5,0,0
2000,"THA",NA,NA,43,18.7,12.4,22,1,0
2001,"THA",NA,NA,43,17.8,11.8,20.9,8,0
2003,"THA",NA,NA,44,16.2,10.7,18.9,23,0
2006,"THA",NA,NA,42,14.1,9.2,16.4,494,1
2007,"THA",NA,NA,42,13.4,8.8,15.6,541,1
2009,"THA",NA,NA,43,12.2,8,14.2,328,1
2013,"THA",NA,NA,39,10.2,6.7,11.8,244,1
2016,"THA",NA,NA,37,8.9,5.9,10.3,84,1
2017,"THA",NA,NA,37,8.5,5.6,9.9,69,1
2018,"THA",NA,NA,NA,8.1,5.4,9.4,50,1
2001,"TJK",NA,NA,52,62.9,27.2,77.2,46,1
2003,"TJK",NA,NA,35,54.2,24.8,65.2,0,0
2005,"TJK",NA,NA,32,47,23.1,55.6,0,0
2009,"TJK",NA,NA,26,38.1,20.8,44.3,0,0
2013,"TJK",NA,NA,20,34.2,17.5,39.4,0,0
2014,"TJK",NA,NA,19,33.4,16.8,38.4,3,0
2017,"TJK",NA,NA,17,30.9,15.4,35.3,0,0
2018,"TJK",NA,NA,NA,30.1,15,34.3,0,0
2019,"TJK",NA,NA,NA,29.2,14.5,33.3,4,0
2001,"TKM",NA,NA,27,54.7,29,66,0,0
2002,"TKM",NA,NA,25,51.9,28.3,62.2,0,0
2003,"TKM",NA,NA,21,49.2,27.5,58.6,0,0
2004,"TKM",NA,NA,20,46.7,26.7,55.2,0,0
2005,"TKM",NA,NA,18,44.4,25.8,52.3,0,0
2006,"TKM",NA,NA,18,42.3,25,49.6,0,0
2007,"TKM",NA,NA,15,40.6,24.2,47.4,0,0
2008,"TKM",NA,NA,13,39.1,23.7,45.5,0,0
2009,"TKM",NA,NA,12,38,23.3,44.1,0,0
2010,"TKM",NA,NA,10,37.2,23,43.1,0,0
2011,"TKM",NA,NA,10,36.7,22.9,42.5,0,0
2012,"TKM",NA,NA,9,36.3,22.8,42,0,0
2013,"TKM",NA,NA,9,36.3,22.8,41.9,0,0
2014,"TKM",NA,NA,8,36.3,23,42,0,0
2015,"TKM",NA,NA,8,36.4,23.3,42.2,0,0
2016,"TKM",NA,NA,8,36.7,23.5,42.5,0,0
2017,"TKM",NA,NA,7,37,23.8,42.9,0,0
2018,"TKM",NA,NA,NA,37,23.9,42.8,0,0
2019,"TKM",NA,NA,NA,36.6,23.8,42.4,0,0
2000,NA,NA,NA,97,27.84136067,16.34160245,33.525942,NA,NA
2001,NA,NA,NA,95,26.51450281,15.63091013,31.86559773,NA,NA
2002,NA,NA,NA,95,25.31224798,14.92320978,30.32827278,NA,NA
2003,NA,NA,NA,94,24.15282507,14.24183915,28.88666747,NA,NA
2004,NA,NA,NA,94,23.08325131,13.63418996,27.52630272,NA,NA
2005,NA,NA,NA,91,22.06807797,13.11775272,26.27870577,NA,NA
2006,NA,NA,NA,90,21.15559296,12.63651283,25.13637535,NA,NA
2007,NA,NA,NA,89,20.31595898,12.23155893,24.0900573,NA,NA
2008,NA,NA,NA,88,19.52757205,11.86228512,23.14728956,NA,NA
2009,NA,NA,NA,88,18.8208067,11.51419412,22.26031915,NA,NA
2010,NA,NA,NA,85,19.30212212,11.27270684,24.6960702,NA,NA
2011,NA,NA,NA,82,17.56515073,10.96434167,20.7347195,NA,NA
